Image,Classification,ROI: 0.33 µm per pixel: Hoechst: Mean,ROI: 0.33 µm per pixel: AF1: Mean,ROI: 0.33 µm per pixel: CD45: Mean,ROI: 0.33 µm per pixel: S100a: Mean,ROI: 0.33 µm per pixel: CD4: Mean,ROI: 0.33 µm per pixel: CD8a: Mean,ROI: 0.33 µm per pixel: FoxP3: Mean,ROI: 0.33 µm per pixel: PD1: Mean
LungImg1.ome.tif,,1477.8074,2708.3333,655.726,237.7963,1438.0555,448.3407,254.5741,287.4667
LungImg1.ome.tif,CD8,4406.2568,2688.6526,856.4536,233.0951,613.7677,1490.9115,281.1151,290.8252
LungImg1.ome.tif,CD8,5722.3936,2847.8271,1103.7762,224.0538,1102.0594,1242.3342,283.6997,322.9603
LungImg1.ome.tif,CD8,5024.0083,2769.3447,820.3588,229.3588,848.8305,1317.5084,275.1582,350.5396
LungImg1.ome.tif,,1542.2468,3115.9719,714.8881,239.3232,1382.6412,502.916,230.5089,280.7277
LungImg1.ome.tif,CD4,6434.396,2021.9974,1115.8151,235.2995,1943.724,345.3672,293.2838,316.9401
LungImg1.ome.tif,CD4,4788.7671,3134.6257,831.4865,248.1185,1561.3451,431.9958,390.052,392.7589
LungImg1.ome.tif,CD4,6030.0303,3257.4036,986.2757,259.817,1821.5238,389.203,331.817,315.7995
LungImg1.ome.tif,CD8,4672.8716,2313.991,1609.1239,226.946,734.437,2200.5518,262.9077,319.536
LungImg1.ome.tif,,2938.9751,2941.1028,848.1152,231.9813,1030.5265,862.947,275.8224,272.8442
LungImg1.ome.tif,CD8,5998.186,2447.6033,1244.915,236.6923,696.7814,2405.5242,268.834,287.8117
LungImg1.ome.tif,CD8,5221.5195,2679.5137,1285.9849,221.6808,1161.4194,2032.623,286.4347,372.6626
LungImg1.ome.tif,,7261.9531,2008.2694,800.728,252.2513,1800.4508,349.0155,335.6632,340.4326
LungImg1.ome.tif,CD8,3664.7727,2572.4578,774.8085,254.3766,1662.9642,1141.6948,300.6721,276.5877
LungImg1.ome.tif,CD8,2245.6282,1935.3541,985.9777,231.1693,797.7928,951.5724,257.3697,266.1047
LungImg1.ome.tif,,6311.6855,2765.0603,674.9873,308.2444,897.3365,745.6445,379.9905,397.0952
LungImg1.ome.tif,CD8,4773.1733,2749.1855,1038.5887,239.7258,931,1356.3186,273.6613,302.129
LungImg1.ome.tif,CD4,5066.2759,1721.2842,853.0519,249.5055,1941.0027,328.4945,282.8825,281.1721
LungImg1.ome.tif,CD8,5071.8223,2232.8728,1282.856,276.4068,1186.2543,1742.2119,331.6949,420.2966
LungImg1.ome.tif,CD8,3733.6697,2740.4434,1034.2036,232.9457,1793.8778,1079.0408,398.9955,430.3756
LungImg1.ome.tif,CD8,4835.1689,2024.0244,1492.5917,225.0367,1037.3986,1703.5403,295.0587,367.0269
LungImg1.ome.tif,CD4,6130.3726,2068.031,912.5714,248.7888,1942.0559,364.5217,337.1304,299.882
LungImg1.ome.tif,,4335.5703,2354.0437,694.1376,305.6846,486.6879,601.453,326.7483,375.3389
LungImg1.ome.tif,,2835.4893,3002.436,929.7181,246.4771,1696.0168,467.947,257.7036,338.7108
LungImg1.ome.tif,CD4: PD1,2571.7493,3495.7493,760.4924,246.0786,2225.8127,303.864,245.9184,477.6314
LungImg1.ome.tif,CD4,6321.6641,2468.9033,918.7888,231.341,2064.8396,434.6896,296.6819,359.827
LungImg1.ome.tif,,3849.4363,2908.7166,1040.3759,262.7802,650.0537,370.9396,280.1309,262.4581
LungImg1.ome.tif,CD8,4171.021,2910.3,1454.4489,239.2744,1141.2047,1553.1698,260.6418,359.614
LungImg1.ome.tif,CD4,6987.4062,2323.3113,1763.1931,233.6628,3009,513.9654,287.3545,309.9107
LungImg1.ome.tif,CD8,6733.939,2419.7783,1009.2696,251.5087,862.7696,2028.0173,363.7435,370.5043
LungImg1.ome.tif,,3380.6702,3248.0647,707.709,245.0927,1296.8427,355.5345,266.7974,257.8233
LungImg1.ome.tif,,2917.4348,3293.0056,851.8184,250.0147,1522.6477,404.4349,255.0367,274.5468
LungImg1.ome.tif,CD8,2570.6646,2411.4868,867.2909,253.299,856.1273,1533.901,299.1859,301.5192
LungImg1.ome.tif,,3223.3721,2150.7151,867.9244,243.3837,1191.0233,702.9709,304.8314,296.0233
LungImg1.ome.tif,CD8: PD1,4665.7373,2367.2964,1237.7687,249.5928,2191.8723,1706.053,301.1831,612.2193
LungImg1.ome.tif,CD4: PD1,5412.8955,1891.8843,1216.4896,239.3302,1771.3624,894.5029,286.3245,616.444
LungImg1.ome.tif,CD8,4152.2441,2380.2788,924.7328,253.7988,791.6178,1842.885,291.9483,314.5172
LungImg1.ome.tif,CD8,6647.1914,2353.2068,1147.931,234.2452,935.4214,1889.7471,280.3065,297.6743
LungImg1.ome.tif,CD4,5250.7886,2153.4463,847.1476,243.3356,1960.5201,470.2953,253.4195,316.9396
LungImg1.ome.tif,CD4,6625.5728,1926.3917,1273.8356,269.8,3224.9233,491.0027,307.0438,461.6548
LungImg1.ome.tif,,2976.759,2624.0146,663.708,248.6314,829.6058,803.9233,295.9963,282.2263
LungImg1.ome.tif,CD4,3281.2668,3255.8604,782.6899,244.6222,1681.5298,464.3758,261.5113,304.8604
LungImg1.ome.tif,CD8,3648.603,2426.8293,1054.0964,247.6382,790.7811,1379.0315,267.9017,290.3933
LungImg1.ome.tif,CD4,4858.0815,2910.9053,881.2895,260.9632,1777.6737,374.6684,270.8184,318.3289
LungImg1.ome.tif,,1917.3895,2741.6719,710.6074,262.2791,1071.3282,548.6288,246.9202,257.092
LungImg1.ome.tif,,5155.2603,2602.0486,766.0714,247.0969,1585.6097,330.5179,303.4133,396.426
LungImg1.ome.tif,CD8: PD1,2821.2468,1935.4634,683.2612,243.4919,760.6655,1162.9196,252.975,393.5313
LungImg1.ome.tif,,2542.1045,2511.0349,661.9431,245.7089,793.3259,618.6266,285.6076,279.1582
LungImg1.ome.tif,CD8,4537.8608,2565.5415,1218.7892,249.4642,722.9014,2363.6035,307.1683,259.4836
LungImg1.ome.tif,CD4: PD1,5339.6206,2311.2539,1485.6182,267.4121,3559.7788,348.9371,312.6594,1154.5142
LungImg1.ome.tif,CD8,3561.824,2187.5044,807.5045,225.6299,501.1851,1481.0746,283.0149,275.4478
LungImg1.ome.tif,,4963.7129,1997.9877,679.7418,248.1475,963.75,631.7213,268.7049,272.4426
LungImg1.ome.tif,CD4,3146.064,2426.3738,901.4714,259.2155,2193.2222,734.0505,338.0573,319.0337
LungImg1.ome.tif,CD4,7145.8472,1664.9883,1389.0117,252.5471,2252.7705,622.9441,289.3206,352.6588
LungImg1.ome.tif,CD8,4673.6943,1705.462,1566.8635,248.7085,1306.3721,2053.4573,281.6558,316.5039
LungImg1.ome.tif,CD8: PD1,4559.5151,2447.2612,951.0522,250.6432,1066.5352,1676.1117,312.2378,951.0378
LungImg1.ome.tif,,1862.9586,2404.7319,865.2914,251.1091,1608.5608,506.1022,304.1409,270.9296
LungImg1.ome.tif,CD4,7405.5117,2256.1919,819.8619,239.7912,1904.064,357.8687,337.872,294.7576
LungImg1.ome.tif,,2643.5906,2233.3818,774.9258,250.2912,987.1703,645.261,326.3379,291.7967
LungImg1.ome.tif,,2004.9418,2583.7048,687.2565,251.0108,1678.8168,429.4418,263.528,284.666
LungImg1.ome.tif,,4487.4766,1990.8625,873.8268,240.35,510.5536,1231.2786,262.5911,253.8875
LungImg1.ome.tif,CD4,4979.3101,2741.4719,969.016,244.218,2145.606,466.99,330.36,426.822
LungImg1.ome.tif,CD8,6756.6294,1932.3885,1039.1787,250.0363,1055.4042,1860.8264,309.9352,303.3005
LungImg1.ome.tif,CD8,6241.9224,1888.3602,1111.9286,238.6615,726.4037,2131.0869,343.5776,382.1615
LungImg1.ome.tif,,4220.2036,1966.9746,908.4661,227.2119,1314.0424,561.9661,323.2288,388.178
LungImg1.ome.tif,,2792.0034,2518.1409,730.2234,261.5223,1511.3608,503.3677,322.1649,298.055
LungImg1.ome.tif,,5721.0132,2615.0481,1007.6042,245.3289,1445.0748,365.6604,301.4519,439.4706
LungImg1.ome.tif,,3673.2327,2113.1338,835.9767,284.562,819.8973,376.0891,280.9729,285.0136
LungImg1.ome.tif,CD4: FoxP3,4383.9355,2519.3218,1141.3391,234.7618,1911.7639,366.3841,2225.6223,280.5944
LungImg1.ome.tif,,5132.1909,4511.3706,1035.0022,246.2697,547.7933,562.5011,302.4966,241.836
LungImg1.ome.tif,CD8,7734.791,2021.8428,1081.8568,240.8099,625.5728,1661.1174,364.4366,307.4296
LungImg1.ome.tif,CD4,4169.0483,1987.5286,791.0263,247.4211,1743.897,363.5439,305.7982,312.1469
LungImg1.ome.tif,,4359.2764,2067.8289,938.5616,257.2913,1528.5195,539.6306,310.3484,296.8499
LungImg1.ome.tif,,1811.5946,3037.4324,795.8649,235.8243,1202.7567,369.7433,227.1757,272.3919
LungImg1.ome.tif,CD4,3691.0134,2499.3557,959.8389,265.4597,2265.1946,401.9228,318.7383,322.6141
LungImg1.ome.tif,,5097.4497,2310.2883,1102.9344,236.2576,1693.8909,362.179,336.0131,288.6638
LungImg1.ome.tif,CD8,5613.9868,2877.0298,692.6026,246.7369,692.4496,1520.1865,345.9963,314.7388
LungImg1.ome.tif,CD8,3036.7732,2118.5566,1051.5361,231.0103,585.9639,1729.8711,295.7835,295.7784
LungImg1.ome.tif,CD4: FoxP3,2749.2817,3185.6323,682.4382,245.8866,1769.1683,372.0807,1126.0842,313.555
LungImg1.ome.tif,,4018.2732,2517.8772,823.2281,250.2356,1200.2832,370.9073,278.3058,292.416
LungImg1.ome.tif,CD8,2130.2166,3040.6448,854.3723,240.3017,379.6205,1225.91,241.3333,271.0243
LungImg1.ome.tif,,3743.4888,2969.873,832.2388,255.959,1313.5223,365.5895,279.5037,405.8321
LungImg1.ome.tif,FoxP3,3423.499,3096.6331,714.5631,246.7922,1632.7709,335.5126,1356.6486,282.2253
LungImg1.ome.tif,CD8,5803.2935,1964.2488,1150.1393,235.5821,720.1443,2054.9128,339.898,378.7487
LungImg1.ome.tif,CD4,3090.2759,1887.9092,638.8285,246.7287,1859.0493,364.8879,255.1446,257.7186
LungImg1.ome.tif,CD4: PD1,5020.9238,2257.0276,1020.7391,250.4344,1636.5219,395.692,299.692,620.0275
LungImg1.ome.tif,CD4,3711.6321,1927.3655,945.4874,245.5517,2486.938,436.8046,279.2529,263.8184
LungImg1.ome.tif,CD8,3997.0601,2219.6941,801.9645,246.6366,1071.9727,953.8142,277.0929,255.1967
LungImg1.ome.tif,,5253.6592,1878.7705,1206.1182,247.9636,885.5795,1647.875,322.6273,275.6432
LungImg1.ome.tif,CD4,5678.1157,2809.8792,1219.8898,264.0052,2101.1287,462.0971,342.4409,436.0997
LungImg1.ome.tif,CD8,5748.1104,2006.7446,1701.9961,242.3327,767.501,2009.4719,298.9942,349.4797
LungImg1.ome.tif,CD4,5340.3442,1821.6399,1001.3698,237.0868,1869.0675,572.6013,273.8553,299.9003
LungImg1.ome.tif,CD4,4127.0132,2856.2249,950.6611,238.4966,2135.7449,410.906,278.6644,364.2248
LungImg1.ome.tif,CD4,7114.4429,2188.8958,848.6677,253.3844,1811.8176,533.2964,313.9348,385.5179
LungImg1.ome.tif,CD8,5969.019,2378.583,1145.8883,242.8174,1099.5232,1426.5885,299.673,320.6676
LungImg1.ome.tif,,5023.5474,2814.533,956.4694,227.3656,604.7194,364.7052,224.9835,259.9104
LungImg1.ome.tif,,2899.1589,2658.1074,704.3318,219.7944,609.2336,786.0374,328.8925,259.9346
LungImg1.ome.tif,CD4,4236.2432,7156.7407,701.2018,250.7766,2291.3586,661.0432,346.3568,255.0739
LungImg1.ome.tif,,4319.6187,2805.7429,798.3405,237.6767,650.4925,629.0278,276.3448,257.1221
LungImg1.ome.tif,CD4: FoxP3,3944.4426,3322.3098,783.4036,237.3698,1776.3724,292.6016,877.2057,253.8333
LungImg1.ome.tif,CD4,6277.7725,1939.3839,1141.6682,242.4787,1785.6873,381.5071,393.4171,311.3175
LungImg1.ome.tif,,2800.6907,3108.7527,747.9175,231.8144,461.6357,296.1856,237.5515,249.866
LungImg1.ome.tif,CD8,4128.7227,3137.3125,852.2042,242.8134,461.8054,1599.2472,267.1388,377.1691
LungImg1.ome.tif,,4177.187,2248.9429,738.356,247.2132,911.1121,387.5538,253.1604,263.7429
LungImg1.ome.tif,,5993.3262,2251.8296,841.5061,247.7226,1305.4476,721.9708,350.8443,331.8078
LungImg1.ome.tif,,1446.2882,2995.6484,943.3537,249.0699,1509.5415,347.9214,248.3865,315.0175
LungImg1.ome.tif,,6553.0801,2437.9734,898.8593,217.2243,1467.2319,685.1977,300.0304,301.4905
LungImg1.ome.tif,,2718.5452,3213.7288,696.887,258.6667,963.0085,924.0621,237.5311,328.3588
LungImg1.ome.tif,CD4,2979.9275,3458.1606,699.7303,249.7775,1821.084,293.4669,627.6841,258.9224
LungImg1.ome.tif,,6371.3364,2291.179,716.9083,245.7686,781.5284,1339.9738,318.0655,292.8603
LungImg1.ome.tif,,4537.52,1979.3215,1197.9912,229.1718,860.3766,959.707,280.6674,275.4736
LungImg1.ome.tif,,4988.4414,2330.5374,798.2181,239.8617,1289.8617,365.867,294.016,262.8298
LungImg1.ome.tif,,3825.4507,3407.1838,835.715,240.8828,629.7495,853.8,356.0805,258.4115
LungImg1.ome.tif,CD4,6763.7783,2012.3221,899.8115,240.7204,1733.6838,391.0273,308.7903,282.5897
LungImg1.ome.tif,,7822.3345,2167.2366,787.5304,260.3412,1371.5811,558.7466,375.8716,349.6183
LungImg1.ome.tif,,5053.1846,2400.4734,866.1742,252.4918,1426.9569,350.7623,302.6045,282.9877
LungImg1.ome.tif,CD4,6715.6147,2301.198,949.0573,250.2214,1567.4115,476.9427,339.2917,281.8412
LungImg1.ome.tif,,5530.6367,2496.9407,1237.535,239.4841,1088.2739,343.5626,272.104,306.9172
LungImg1.ome.tif,CD4,5365.2837,2436.3398,1178.4537,237.7118,2125.5183,408.3806,306.8946,403.4968
LungImg1.ome.tif,,3683.4285,3942.0073,675.6306,256.0973,1256.2611,360.4667,294.7611,304.867
LungImg1.ome.tif,PD1,3439.9727,2707.1699,1134.8613,244.5996,1107.3066,702.9375,264.209,407.373
LungImg1.ome.tif,,5636.1631,3711.3928,1130.8949,251.2747,1194.2554,844.103,280.9785,301.8069
LungImg1.ome.tif,PD1,4183.0811,2127.1577,788.1902,235.8376,1610.5986,385.0302,267.4084,519.3202
LungImg1.ome.tif,,4389.3042,3908.4927,878.8529,231.4545,1248.7819,554.4612,332.5074,278.5438
LungImg1.ome.tif,CD8,4591.8286,1932.7963,840.787,278.081,725.0718,1648.9073,288.2454,271.1852
LungImg1.ome.tif,CD4,4618.3667,3765.8281,1107.9469,251.7359,2266.6355,710.4095,286.4025,339.3068
LungImg1.ome.tif,CD8,5280.7109,3379.5032,758.5458,250.8615,458.9511,1650.4623,254.7576,319.1405
LungImg1.ome.tif,CD4,5737.3013,2401.0854,1041.7386,250.1093,1919.5306,417.2,275.504,426.2907
LungImg1.ome.tif,,5487.0718,3128.5134,1182.577,240.7721,996.6058,354.2197,262.2074,353.1479
LungImg1.ome.tif,CD4,3721.915,2366.8044,1403.4532,246.2861,2688.0793,400.6544,285.8385,308.136
LungImg1.ome.tif,,4322.6567,2784.7466,719.5638,256.7983,1275.7035,629.3138,278.6552,293.9241
LungImg1.ome.tif,CD4,5854.9946,2207.8511,1642.3617,238.25,3273.8086,426.7234,286.1968,338.1702
LungImg1.ome.tif,PD1,3666.4177,2532.481,862.386,230.5506,1344.9684,370.8196,314.5475,715.8418
LungImg1.ome.tif,,2678.0093,2751.1567,958.9263,258.9124,949.4516,441.5023,304.4193,295.9816
LungImg1.ome.tif,,2699.907,3313.084,974.2787,253.0929,1086.9469,340.0177,230.7168,297.3141
LungImg1.ome.tif,CD4,7161.9048,1803.8459,1515.6591,233.8393,3520.2788,352.2,688.1639,295.1017
LungImg1.ome.tif,CD4,4984.3599,2899.7124,1437.635,244.16,3048.0024,460.085,279.0375,334.045
LungImg1.ome.tif,CD8,5233.5508,2299.0603,813.0602,246.044,641.9213,1216.6064,268.6736,273.4167
LungImg1.ome.tif,,4457.2158,3016.5615,1296.8339,239.7603,1011.1935,358.9161,254.6729,275.3921
LungImg1.ome.tif,PD1,4804.2788,2540.2283,904.7476,274.5,1285.4399,1068.9038,336.1466,731.8293
LungImg1.ome.tif,,7577.5469,2154.8921,879.2125,237.9408,1233.0836,430.662,304.4007,311.324
LungImg1.ome.tif,CD8,5418.355,2807.7273,1088.5667,266.296,559.5814,2696.6321,331.6935,331.9027
LungImg1.ome.tif,CD4,6720.9497,2745.0796,1116.496,247.7905,2068.8223,449.1247,352.9019,412.4669
LungImg1.ome.tif,CD4: FoxP3,5449.0469,3011.178,1138.0562,245.5206,2965.4233,425.6255,735.8445,366.912
LungImg1.ome.tif,CD8,5671.4722,1687.1121,839.096,248.3147,667.688,1923.944,277.984,278.5787
LungImg1.ome.tif,CD4,8694.46,1917.8105,1507.4141,253.9754,1907.8807,698.7859,316.5193,480.1088
LungImg1.ome.tif,,6313.626,2838.6748,1116.2277,226.9512,836.9106,1533.8049,282.1463,349.2764
LungImg1.ome.tif,CD4,2241.1428,1912.2142,910.5893,255.4286,3782.3035,382.3214,199.7143,305.7321
LungImg1.ome.tif,,2070.4375,4777.625,801.375,258.125,1650.75,402.8125,262.375,562.5
LungImg1.ome.tif,,10106.5361,1692.2142,1080.4286,248.3929,1534.1428,871.5,525.4286,347.75
LungImg1.ome.tif,,3834.2539,2611.5767,756.1164,228.7937,794.2064,540.4391,264.5767,279.6931
LungImg1.ome.tif,CD4,3401.1316,1876.6052,1636.921,247.4211,2014.535,958.7632,304.6316,392.1842
LungImg1.ome.tif,CD8,3460.9404,2679.1621,1541.7622,267.3243,852.8919,1936.2271,261.7784,331.9406
LungImg1.ome.tif,CD4,3227.9231,2203.3,985.2077,244.7538,1774.5385,379.9462,249.6154,340.1154
LungImg1.ome.tif,CD4,1840.0032,2638.5208,590.5016,215.1629,1984.6102,398.3482,283.7795,296.5623
LungImg1.ome.tif,PD1,1961.3881,1478.2201,1299.6959,306.291,557.0933,772.9515,255.3563,677.3022
LungImg1.ome.tif,,2926.1328,2831.3188,981.3224,263.9069,882.1603,867.9862,247.5103,272.4293
LungImg1.ome.tif,,2857.7959,1861.8707,775.4598,237.7155,644.2241,745.1293,345.5374,318.2155
LungImg1.ome.tif,CD4,2920.1633,2023.7634,816.9878,247.4244,2300.4756,327.5488,250.3415,262.9732
LungImg1.ome.tif,CD4: PD1,2413.3076,1638.1261,1376.3075,300.0818,2874.9204,358.7345,259.5487,579.1217
LungImg1.ome.tif,,2674.6794,3890.3013,641.9601,247.2627,1217.7496,337.2627,394.0922,249.978
LungImg1.ome.tif,,2496.7588,2935.937,931.6483,273.9048,699.3287,648.4869,247.6329,293.5023
LungImg1.ome.tif,CD4,6255.0122,2475.3716,1150.9288,266.2353,2413.0588,340.0743,297.6285,432.9381
LungImg1.ome.tif,,3427.7363,2400.3896,702.3464,275.3071,1269.9646,418.5748,332.7559,393.3701
LungImg1.ome.tif,CD4,2720.1279,2691.3867,1001.8852,263.4288,2077.2412,344.6046,285.9041,265.2355
LungImg1.ome.tif,CD4,3779.769,2625.2974,1384.6439,258.8504,3191.6079,381.8977,277.9697,391.2197
LungImg1.ome.tif,CD4,3935.6733,2622.2388,1184.9934,255.8043,2570.9485,331.6982,262.1426,284.7479
LungImg1.ome.tif,,4450.7451,1880.756,994.0432,267.7667,1041.4406,422.041,281.1145,289.0691
LungImg1.ome.tif,CD4: FoxP3,5163.561,1645.8523,2025.9761,279.2814,2072.3394,535.0499,2323.9321,337.4132
LungImg1.ome.tif,CD8,6816.4048,1841.6588,2321.6799,303.1129,749.4518,1185.1317,392.4047,517.6847
LungImg1.ome.tif,,4621.2549,2787.7834,799.7531,245.0202,448.8907,684.0749,288.9696,269.6923
LungImg1.ome.tif,CD8,3699.4197,2926.6309,975.7011,254.1297,475.9473,1517.7164,311.8,314.9956
LungImg1.ome.tif,,3078,4059.9099,634.447,248.955,827.6688,606.8103,334.8167,275.754
LungImg1.ome.tif,CD4,3935.5557,3076.1582,778.4442,259.3144,1760.5254,338.1298,275.4523,382.0791
LungImg1.ome.tif,,4116.6221,2179.1077,636.274,257.047,778.4462,393.5479,297.2661,245.8415
LungImg1.ome.tif,CD4: FoxP3,4052.4954,2106.8682,1052.052,250.2505,2286.2932,318.0519,2918.4268,304.6364
LungImg1.ome.tif,,2088.0835,2973.3489,708.6877,265.1115,1290.9912,335.6481,249.4633,269.2947
LungImg1.ome.tif,CD4,5068.7666,2522.0508,794.9861,262.5219,2109.9285,372.9469,297.425,303.5843
LungImg1.ome.tif,CD4: FoxP3,4639.21,2356.4663,1468.5231,280.3488,2974.3486,441.7046,2161.7046,296.758
LungImg1.ome.tif,,3683.1812,1575.5618,811.7249,275.2372,874.1005,797.0791,282.2801,440.4827
LungImg1.ome.tif,CD4,2541.3596,2760.3511,1244.3511,269.0298,3389.6895,424.9979,264.4213,293.8617
LungImg1.ome.tif,,3466.8525,1869.833,1029.6621,319.0943,862.7839,796.0707,292.8959,286.9195
LungImg1.ome.tif,CD4,4088.385,2975.4868,1064.3547,248.5019,2445.249,460.8641,258.0453,309.4151
LungImg1.ome.tif,CD4,4841.7349,2394.1736,908.3123,267.795,1714.7035,762.1672,302.1262,339.7287
LungImg1.ome.tif,,2550.625,1869.2268,840.463,278.5324,973.9722,917.5,389.588,275.7639
LungImg1.ome.tif,,3507.4038,2489.1458,955.9058,251.9535,1036.8887,601.5557,244.2105,274.388
LungImg1.ome.tif,CD4,1811.0778,4242.3042,811.8376,268.0464,1764.2878,339.8881,250.5361,260.412
LungImg1.ome.tif,CD8,4405.4229,2319.3018,1589.9508,277.6,941.718,2364.4688,299.6787,280.4131
LungImg1.ome.tif,,3648.4814,2738.7778,632.858,255.6605,1005.9012,363.5926,265.1729,268.8827
LungImg1.ome.tif,CD4,3177.3625,3092.0845,924.341,264.2737,2097.5374,524.6748,241.1791,291.1906
LungImg1.ome.tif,CD8,5355.3774,2179.0481,906.8996,240.6466,1218.0723,995.5381,281.2369,299.3012
LungImg1.ome.tif,,1614.7053,2951.4543,629.3579,281.114,1436.307,334.8369,253.914,272.6526
LungImg1.ome.tif,CD4,6416.1133,1977.0736,1130.8435,255.7577,3205.3743,383.1564,320.6564,296.5675
LungImg1.ome.tif,CD4: FoxP3,4043.3223,2794.4644,617.3431,254.7113,1749.2008,411.4142,895.5104,286.6862
LungImg1.ome.tif,,3678.7322,2204.9778,988.431,249.3236,725.9247,623.4156,276.4923,318.6248
LungImg1.ome.tif,,1930.2059,2378.7664,949.6964,249.6561,1654.1168,389.5796,254.5329,262.6582
LungImg1.ome.tif,,3596.4583,2922.3003,864.7368,254.0867,1510.0031,395,267.0078,270.9365
LungImg1.ome.tif,,4753.9463,1998.5577,774.623,243.8577,1465.7423,477.0654,309.55,286.9115
LungImg1.ome.tif,CD4,1251.4248,2587.0996,947.2947,266.4431,3277.187,376.8394,269.1037,296.2968
LungImg1.ome.tif,,5000.9365,2016.7052,695.6098,282.4913,1118.4769,905.6272,287.2139,264.6272
LungImg1.ome.tif,CD8: PD1,2627.1079,2599.9482,1355.9551,276.5258,876.1259,1450.4495,258.1865,1037.9596
LungImg1.ome.tif,,4286.8735,1503.9886,788.2,256.0378,594.7151,754.3849,267.2585,361.9566
LungImg1.ome.tif,CD4,4661.3145,2228.5618,1280.5477,260.264,2345.6377,497.6461,272.2921,321.059
LungImg1.ome.tif,CD8,4908.4224,2975.0122,1293.8776,248.4184,598.651,2443.7,274.2735,307.2102
LungImg1.ome.tif,PD1,1497.5055,1485.7128,1035.4238,263.303,1632.124,367.1899,279.7551,638.7426
LungImg1.ome.tif,CD8,3252.7324,2075.459,1436.6718,251.459,505.4651,1711.769,274.9119,289.5957
LungImg1.ome.tif,,4575.5093,1625.3698,691.3757,251.0222,572.7475,997.5394,288.7192,294.9495
LungImg1.ome.tif,,3625.4004,2095.2336,690.5427,280.2398,1449.9105,608.998,299.1463,285.8943
LungImg1.ome.tif,CD4,1186.9547,3519.4055,1310.3702,265.2393,2079.2192,451.4433,266.2846,283.4055
LungImg1.ome.tif,CD8,2784.3296,2629.6055,920.2713,249.0673,487.8453,1116.8677,268.352,292.2623
LungImg1.ome.tif,,2786.6309,3123.061,868.6547,263.8035,1626.4183,355.8752,267.6999,266.0544
LungImg1.ome.tif,CD8,2466.9944,2143.5,798.6543,236.4554,549.1282,2070.2695,322.2454,267.9684
LungImg1.ome.tif,CD4: PD1,1808.963,2432.1318,1030.7097,270.8153,2177.5515,339.9736,269.0633,393.9261
LungImg1.ome.tif,,3800.3149,2253.8035,876.9949,241.2846,450.529,785.2595,308.2368,291.9748
LungImg1.ome.tif,CD4: PD1,3252.1787,1899.2681,810.8832,288.9588,2836.4656,414.3831,283.5464,528.0756
LungImg1.ome.tif,,4312.6836,2905.9419,689.4142,247.5409,441.3193,913.8628,269.3905,253.7071
LungImg1.ome.tif,CD4,2946.8911,2236.4658,850.4922,244.8683,1739.0383,420.6323,326.4048,314.0443
LungImg1.ome.tif,CD4,3580.1104,3048.2307,982.9282,258.0487,2175.8794,325.818,253.6923,330.0103
LungImg1.ome.tif,,3107.6057,2202.6414,674.2098,245.8342,586.8951,712.4704,251.8714,260.5009
LungImg1.ome.tif,CD4: PD1,1434.7125,2964.4006,1071.951,259.9205,1921.8348,359.9771,244.8884,455.8945
LungImg1.ome.tif,CD4,2857.8853,2289.8813,1285.2372,272.5178,3137.5574,522.9565,362.6877,405.8775
LungImg1.ome.tif,CD4,4478.5332,3000.8979,730.8823,244.9961,1754.4863,752.2314,264.2274,272.5059
LungImg1.ome.tif,CD4,4668.5112,2003.9264,1187.9358,252.0679,2175.9888,371.0585,274.5887,298.9377
LungImg1.ome.tif,CD4,3650.8779,1965.4937,801.3759,250.1447,1874.4723,393.7262,310.9305,291.8185
LungImg1.ome.tif,CD4,5281.2378,1801.1542,856.7753,264.3084,1858.6696,405.8546,363.5595,280.1542
LungImg1.ome.tif,CD4: FoxP3,3585.2141,1829.7339,1389.2599,258.1132,2081.6453,447.9602,1084.101,312.1407
LungImg1.ome.tif,CD4,3872.8777,1605.1794,817.5987,267.5547,2050.1338,367.044,287.7357,336.1843
LungImg1.ome.tif,CD4: FoxP3,4475.1079,1477.6692,1089.5347,252.7885,1800.3577,333.4577,1042.1461,274.7462
LungImg1.ome.tif,,7212.3789,1680.855,1161.5,251.2751,1382.0177,1162.6095,315.3314,328.8195
LungImg1.ome.tif,CD8,4471.9639,1632.9188,1303.9675,265.4224,1040.2527,2284.7942,280.3989,362.3141
LungImg1.ome.tif,CD4: FoxP3,5886.5371,1512.1942,1187.2427,265.2848,2405.8154,340.0356,1242.6958,296.576
LungImg1.ome.tif,CD8,4980.854,1930.6168,1445.3358,262.7445,957.5803,1455.208,381.927,295.1788
LungImg1.ome.tif,CD4,6811.5459,1672.0378,1320.4291,266.6309,1862.5458,372.3438,405.8297,467.3912
LungImg1.ome.tif,CD4,4777.9663,2539.0652,923.6884,261.7242,2265.9958,451.4842,290.3642,365.1937
LungImg1.ome.tif,,4852.7393,1919.8075,820.5093,273.5093,1084.7019,393.4596,353.354,336.7516
LungImg1.ome.tif,,4273.5815,1899.1107,1229.1388,255.1764,775.0882,953.6191,320.2777,288.8668
LungImg1.ome.tif,CD8,3477.7141,1674.3934,1354.4319,258.6718,1255.5125,1326.9347,326.1516,282.6891
LungImg1.ome.tif,,2948.9097,1845.7245,761.1458,257.6805,1070.8032,436.6435,289.6783,282.3148
