Image,Classification,ROI: 0.33 µm per pixel: Hoechst: Mean,ROI: 0.33 µm per pixel: AF1: Mean,ROI: 0.33 µm per pixel: CD45: Mean,ROI: 0.33 µm per pixel: S100a: Mean,ROI: 0.33 µm per pixel: CD4: Mean,ROI: 0.33 µm per pixel: CD8a: Mean,ROI: 0.33 µm per pixel: FoxP3: Mean,ROI: 0.33 µm per pixel: PD1: Mean
LungImg3.ome.tif,CD8,3509.4006,2114.2437,1146.3887,268.5665,966.0538,2031.4828,308.8685,318.5426
LungImg3.ome.tif,CD4,3540.0188,1855.8958,1242.3416,271.2069,1956.9276,313.5514,262.9711,243.2504
LungImg3.ome.tif,CD8,3341.3311,1562.6417,1439.282,264.9727,797.023,1898.0706,282.0906,386.2446
LungImg3.ome.tif,CD4,2871.8552,2214.1641,822.9352,244.3393,1951.7103,269.9076,254.3186,355.9973
LungImg3.ome.tif,CD4,3437.5637,1977.0856,1317.9163,256.3717,2195.4834,304.0681,273.5707,249.0803
LungImg3.ome.tif,CD4,1830.2141,1785.4921,1060.3621,276.2343,2103.0256,310.5698,255.2716,327.181
LungImg3.ome.tif,,1655.3208,1855.5271,811.7736,249.6994,919.7522,305.1874,225.0943,243.1459
LungImg3.ome.tif,CD4,2930.5071,1581.5271,1068.1215,246.1014,2221.553,304.4776,259.7429,238.7583
LungImg3.ome.tif,,1669.4862,1366.5016,1084.2263,253.4404,1439.4373,303.263,259.7156,266.1866
LungImg3.ome.tif,CD4,3234.3428,2077.4307,957.8152,262.8629,2093.772,323.5916,297.0477,280.0149
LungImg3.ome.tif,CD4,3464.6946,1958.5061,1551.3074,274.584,2822.7644,283.543,246.3648,240.7152
LungImg3.ome.tif,PD1,3362.1187,1750.5405,1432.7821,243.1704,519.6774,836.3366,257.6243,496.7975
LungImg3.ome.tif,CD4,4985.2456,1514.7192,1286.1013,259.8721,2914.5332,302.0116,288.9651,332.1744
LungImg3.ome.tif,CD4: FoxP3,3159.4053,1244.0079,1355.4592,252.7658,2145.137,267.7513,734.9553,329.7671
LungImg3.ome.tif,CD4: PD1,3514.04,1440.5906,1865.5731,296.7038,3220.0784,302.2561,262.4739,375.3449
LungImg3.ome.tif,CD4,2139.5706,1341.2577,1753.5919,280.2376,3535.9934,295.5597,242.757,299.847
LungImg3.ome.tif,,1527.8851,1810.441,1300.5931,257.8882,513.7919,540.4845,288.736,293.1087
LungImg3.ome.tif,CD4,2478.7268,1504.598,1564.5211,253.0077,2487.5134,480.8481,247.9269,301.9519
LungImg3.ome.tif,CD4: PD1,2368.741,1617.0519,1023.6311,241.8293,2625.5273,293.6814,246.7729,1045.3353
LungImg3.ome.tif,PD1,1937.3054,2283.425,1377.4292,274.1896,746.2535,601.8882,255.8643,703.7425
LungImg3.ome.tif,,1831.4094,1361.4758,947.9018,240.4668,836.3928,331.3701,242.8217,247.2523
LungImg3.ome.tif,CD4: PD1,2210.3464,1440.6355,1449.1656,223.0753,2549.738,289.3554,252.5512,609.1385
LungImg3.ome.tif,CD4,3303.6938,3043.584,1532.4763,231.3922,2617.3169,315.5043,258.5711,280.5065
LungImg3.ome.tif,CD4: FoxP3,6121.4028,1597.8665,1484.7406,254.7708,1952.869,788.597,714.9799,285.2141
LungImg3.ome.tif,,1623.1798,1674.3684,1103.6622,225.8421,1741.3464,348.693,253.0395,287.9561
LungImg3.ome.tif,CD4,3190.9626,3188.8918,903.9628,231.0426,2275.8723,491.8404,275.234,355.3387
LungImg3.ome.tif,CD8,3556.1138,1374.0416,1435.5603,264.9084,963.6061,1400.5076,272.1872,282.2219
LungImg3.ome.tif,CD8,4538.8301,1873.1827,1581.0635,267.0457,998.0762,1845.4086,287.8071,272.6472
LungImg3.ome.tif,CD8: PD1,3835.2454,1691.6638,1235.2161,257.3894,564.0583,2242.8799,260.9142,800.59
LungImg3.ome.tif,CD4: FoxP3,3968.1726,2865.3364,1350.3572,235.0625,2818.5654,508.5744,2654.5178,336.6905
LungImg3.ome.tif,CD4,5443.8408,1790.0797,1220.1648,229.4698,3214.6978,326.511,322.4478,298.3407
LungImg3.ome.tif,CD4,3640.8203,1376.6146,1456.5312,224.5469,2485.4792,656.7969,262.1172,324.9466
LungImg3.ome.tif,,3336.5466,1955.4316,1479.1802,234.0373,1181.4224,746.6211,436.3758,319.1646
LungImg3.ome.tif,CD8,3802.7124,2050.6086,1792.6598,227.4042,892.3642,2930.834,271.4233,254.5974
LungImg3.ome.tif,CD4: FoxP3,3447.2749,3264.835,1343.615,243.915,1903.705,274.975,2015.505,262.555
LungImg3.ome.tif,,1296.2286,3008.1868,913.4631,243.2258,476.4877,836.8698,224.7887,327.1071
LungImg3.ome.tif,CD8,3988.1011,1673.439,1767.2858,251.8781,608.6777,3272.6045,267.5749,305.9373
LungImg3.ome.tif,,5794.3828,1869.3007,1102.0865,244.5945,528.0775,969.3212,297.1936,303.0364
LungImg3.ome.tif,,3030.9136,1714.5885,814.2305,249.1296,642.6193,529.0823,279.3148,251.1235
LungImg3.ome.tif,,4931.4214,1925.7505,764.7864,222.9361,1084.4969,471.2854,259.0858,266.1637
LungImg3.ome.tif,CD8,5063.3994,2862.7507,1574.7354,273.2239,944.7684,1341.4427,281.1628,255.7684
LungImg3.ome.tif,,3264.7778,1629.9281,2075.8049,309.2978,692.2234,929.8793,272.5533,294.7343
LungImg3.ome.tif,CD4: FoxP3,4504.0645,3107.2673,1484.7118,230.7691,3277.6267,296.4254,2333.5938,262.1371
LungImg3.ome.tif,,2607.1809,1074.1857,999.5809,225.3238,937.9524,522.1,228.6095,268.619
LungImg3.ome.tif,,3363.6777,3232.8237,857.6542,239.1444,1544.475,254.9556,224.4958,255.093
LungImg3.ome.tif,CD8,4879.77,1414.9554,2818.7886,236.8312,1143.7811,2152.6494,261.8349,300.4063
LungImg3.ome.tif,CD4,5092.1455,1995.2526,1358.3859,230.1717,2293.9636,557.0444,252.9111,356.9293
LungImg3.ome.tif,CD4,3879.3271,1984.8263,1707.7859,269.5717,2811.6763,348.1787,250.8634,317.0084
LungImg3.ome.tif,CD4: PD1,3110.7729,2684.5315,940.7585,260.2415,3138.8455,288.3382,254.6763,618.0193
LungImg3.ome.tif,,3295.4314,1575.6471,1197.3529,230.732,464.085,662.5948,316.4575,261.1111
LungImg3.ome.tif,,4530.4932,1642.9028,1064.7986,193.1111,1179.5209,706.5833,494.8195,282.5764
LungImg3.ome.tif,CD4: FoxP3,6246.4482,1825.3606,1128.0492,243.4973,2124.071,336.4426,3688.0657,272.0273
LungImg3.ome.tif,CD8,1869.7794,3099.6838,1026.0073,235.4044,931.4853,1073.2059,236.6471,265.1176
LungImg3.ome.tif,CD4,3304.7295,2305.2126,1193.0255,252.7993,1898.4303,268.9388,254.0952,286.2976
LungImg3.ome.tif,CD4,6078.2856,2299.2817,974.2817,251.5952,1912.9552,322.0485,302.7668,264.8806
LungImg3.ome.tif,,1940.9286,2467.781,1100.3143,253.2476,1487.5048,753.3857,237.0809,391.2238
LungImg3.ome.tif,CD4,1413.4861,1498.2253,2056.3394,266.8582,2605.9619,1005.2633,276.1899,315.3165
LungImg3.ome.tif,CD8,3173.9666,1708.9241,1743.2716,265.9666,546.3005,1108.78,254.4249,413.0713
LungImg3.ome.tif,CD4: FoxP3,4738.1069,2058.1863,1839.6659,269.1477,2647.7522,288.7432,1291.2705,247.4955
LungImg3.ome.tif,CD8,4296.1841,1432.9396,1824.6254,239.8882,1520.7583,2183.7251,293.568,361.1692
LungImg3.ome.tif,CD4,5250.1528,1768.0699,1242.6814,250.1823,2067.1086,332.5838,275.6814,305.9448
LungImg3.ome.tif,CD4,4717.6353,1393.0853,1553.7488,247.2749,2508.3057,809.1706,285.4194,429.5806
LungImg3.ome.tif,,3302.8066,1713.9244,779.2978,246.7511,1044.7589,778.5566,284.9922,266.1833
LungImg3.ome.tif,CD4,3118.7681,1897.2822,1346.7258,243.9677,2279.7883,578.0645,301.752,284.1552
LungImg3.ome.tif,CD4,3346.3828,2148.4253,1315.1985,261.7938,2710.0581,331.8119,288.8982,275.7745
LungImg3.ome.tif,CD8,4759.688,2267.7991,1977.3226,255.7863,1049.3568,1795.2693,310.1624,345.7265
LungImg3.ome.tif,,1595.7494,3528.8362,1103.9156,254.8759,1430.0656,297.0773,341.7611,252.096
LungImg3.ome.tif,,5518.2993,2490.0803,1218.8453,247.0823,1274.245,441.8434,297.1747,299.3112
LungImg3.ome.tif,CD4: FoxP3,4271.9023,2926.4824,929.1155,242.8587,1779.3981,273.7908,899.9348,355.7228
LungImg3.ome.tif,CD4,1830.1973,1323.0793,1592.9048,229.7052,1882.4785,317.7234,230.6712,394.0998
LungImg3.ome.tif,,3005.4348,1412.6053,934.8829,263.7257,1082.816,667.1171,269.4549,350.8294
LungImg3.ome.tif,,2946.3931,1959.4609,841.5941,229.5506,1598.3674,354.8528,261.242,240.886
LungImg3.ome.tif,CD4: FoxP3,2187.9846,4248.1094,887.2922,242.3282,1975.5096,354.5405,997.9858,284.5688
LungImg3.ome.tif,CD8,3490.9961,1691.488,1670.799,268.7037,1365.6006,1524.6018,311.541,406.7408
LungImg3.ome.tif,CD4,2719.1016,1333.1129,933.5305,255.2167,1979.6863,313.8781,243.5508,336.5982
LungImg3.ome.tif,CD4,2954.7854,2661.4563,1106.8115,260.891,2421.8762,282.1657,256.6413,266.0863
LungImg3.ome.tif,,4047.6404,2121.0439,1123.3202,268.7149,597.0921,329.136,320.3202,251.693
LungImg3.ome.tif,,3367.6094,2015.4419,1122.6046,251.5628,1580.6652,329.8465,256.5581,276.1395
LungImg3.ome.tif,,4115.9585,1614.1012,872.256,250.6429,626.4673,319.2768,284.9137,254.5774
LungImg3.ome.tif,CD4,4217.7344,2261.8794,1498.35,272.8862,2639.9414,309.4879,295.2931,258.5724
LungImg3.ome.tif,CD4,2674.5527,1898.4792,929.4025,248.23,2097.083,309.1054,267.5016,283.4089
LungImg3.ome.tif,CD4,3355.4758,1142.2015,1104.3171,253.3358,2303.9216,267.6474,242.6362,246.6175
LungImg3.ome.tif,CD4,4989.5854,1813.6973,1956.3845,271.4841,3374.6216,281.8705,309.9721,275.1036
LungImg3.ome.tif,CD8: PD1,3599.0073,1821.6412,1311.1552,308.6384,548.1786,1311.4465,297.3016,633.9707
LungImg3.ome.tif,PD1,2477.0273,2899.1387,1164.0137,272.5614,637.1091,689.2182,292.675,805.0136
LungImg3.ome.tif,CD4: FoxP3,4581.2515,1845.1816,1252.6083,266.4114,2415.1226,278.8052,1417.9299,348.6411
LungImg3.ome.tif,PD1,2766.1575,2908.4119,927.8172,268.1429,574.8193,580.4181,264.834,598.6765
LungImg3.ome.tif,CD8,1518.4736,2635.5583,1555.9868,271.2763,639.0526,2236.7087,250.7895,237.9041
LungImg3.ome.tif,CD4,3691.5703,1620.1991,1145.5748,241.6482,2973.1526,308.6751,271.0569,447.5853
LungImg3.ome.tif,,2946.7844,1979.6558,816.0289,260.5427,696.682,306.1432,253.088,247.6794
LungImg3.ome.tif,CD4,2195.4966,1683.3187,1832.2333,227.2933,2338.7898,304.0947,258.1686,295.6859
LungImg3.ome.tif,PD1,3126.9966,1646.699,1474.9789,275.6391,1308.8363,620.7324,277.6831,476.5123
LungImg3.ome.tif,CD4: FoxP3,3515.376,1279.1368,1684.1158,261.2993,2627.4841,285.5248,3001.3533,288.9143
LungImg3.ome.tif,CD4: FoxP3,3458.22,2059.0342,1571.011,254.1393,3586.8416,328.653,1767.5642,358.0505
LungImg3.ome.tif,,3017.4285,1753.4567,837.4987,240.5204,815.8546,285.7589,310.5332,256.1416
LungImg3.ome.tif,CD8,4477.5264,1835.5448,1583.7148,265.1682,722.755,1342.4406,285.5393,294.766
LungImg3.ome.tif,CD4: FoxP3: PD1,1851.5791,1735.2954,976.5637,247.0232,1953.1082,344.361,1987.9247,394.8707
LungImg3.ome.tif,CD8,2418.4854,1813.7319,1169.7319,251.1644,1002.3934,1245.0039,284.775,285.2387
LungImg3.ome.tif,CD4: FoxP3,5711.9185,1441.4729,1268.8529,254.7783,2015.991,560.319,1901.0339,263.8032
LungImg3.ome.tif,,1657.5148,1642.3846,892.9507,255.2564,652.6608,291.2761,290.9191,243.5937
LungImg3.ome.tif,,1485.8342,1616.7828,1032.1886,250.0543,1286.9171,366.6829,279.1286,259.6286
LungImg3.ome.tif,,3747.2192,1360.2136,987.9098,229.175,603.0829,613.6685,250.7146,267.5046
LungImg3.ome.tif,PD1,2990.2422,2174.7087,956.6895,268.4474,652.3439,951.193,288.1281,981.2807
LungImg3.ome.tif,CD4: FoxP3,3941.1846,1382.9155,888.4554,260.1127,1869.0516,287.5243,1468.2832,268.8811
LungImg3.ome.tif,,2722.7302,1981.0421,789.1124,252.177,1169.2064,340.3947,300.9284,264.368
LungImg3.ome.tif,CD4,6478.4546,1810.3757,1305.3644,256.4972,2191.7485,291.1102,311.161,255.452
LungImg3.ome.tif,CD4,4089.0525,1783.6539,1458.1957,226.2792,1840.9475,471.8162,265.2029,292.9833
LungImg3.ome.tif,,3821.6802,2277.3604,979.5053,234.1109,515.2943,298.2836,295.5693,242.3113
LungImg3.ome.tif,,5327.9473,2280.7495,1656.1479,218.0358,820.5346,721.7494,303.2267,295.8902
LungImg3.ome.tif,CD4: FoxP3,3788.2681,2708.2876,1178.6984,262.7374,2831.0139,300.5196,1877.0112,336.2346
LungImg3.ome.tif,CD4: FoxP3,2471.7146,1556.0538,932.2195,252.3942,2156.2954,320.6327,1246.7175,312.1467
LungImg3.ome.tif,CD4: FoxP3,3893.7197,2071.5549,1312.8584,247.1532,2088.0059,328.2832,1524.896,273.9191
LungImg3.ome.tif,CD4: FoxP3,2454.4924,1520.9926,1160.1138,266.2859,2291.4731,318.7111,953.5764,286.5105
LungImg3.ome.tif,CD4,4126.813,1404.9984,1281.5023,278.8669,2239.4802,305.3867,288.6466,254.3074
LungImg3.ome.tif,CD4,4632.9653,1761.719,1396.389,263.7902,2461.3728,352.1996,339.9695,274.9796
LungImg3.ome.tif,CD4,3234.0657,3281.9851,696.3015,245.6388,1992.3135,333.3672,255.7881,248.4627
LungImg3.ome.tif,CD4,4114.585,2509.9597,1030.0759,247.8728,2570.2991,301.9129,257.7478,250.6629
LungImg3.ome.tif,CD8,4408.4736,2120.3469,1394.0585,253.2768,1176.4016,1736.1326,335.7057,302.499
LungImg3.ome.tif,,2967.6477,2507.9338,722.7163,270.6371,1297.3794,370.0083,273.7896,274.7778
LungImg3.ome.tif,CD4: PD1,3291.894,1288.4077,1225.3446,225.6126,3044.741,288.455,331.7365,808.3198
LungImg3.ome.tif,CD4,3170.625,1790.3259,1578.5343,277.8848,2740.5491,306.6642,286.6446,354.4338
LungImg3.ome.tif,,4692.8047,1241.5214,635.8876,211.8022,467.2629,271.4832,226.4112,247.3461
LungImg3.ome.tif,,1884.5526,1854.7173,790.6463,226.9872,1067.4673,340.5554,249.1122,270.3636
LungImg3.ome.tif,CD4,2833.7307,2049.2258,1229.6123,249.6374,2138.5942,336.431,271.7629,283.3528
LungImg3.ome.tif,CD4: FoxP3,2869.2385,1403.5789,1727.5955,236.6992,3035,282.388,1651.0145,281.3776
LungImg3.ome.tif,CD4: FoxP3,4810.7603,2149.6174,1150.7443,205.7005,2351.5068,301.1475,866.7972,351.7074
LungImg3.ome.tif,CD4,4568.3164,2725.0303,1240.9373,240.5605,2284.835,314.6535,293.3977,292.1651
LungImg3.ome.tif,CD4,3180.9226,1700.0536,896.7281,231.7421,1729.8214,286.2103,225.1429,244.0675
LungImg3.ome.tif,CD4,2972.2021,2457.0217,1123.8101,227.9959,1433.6663,310.8928,261.1479,248.4885
LungImg3.ome.tif,CD8: PD1,2782.2461,2060.1467,1147.4801,253.5198,905.9603,1240.3214,290.9405,830.7064
LungImg3.ome.tif,CD8: PD1,5616.7988,2651.7847,1472.408,248.9858,1141.476,2055.4985,325.7394,732.4532
LungImg3.ome.tif,CD4: PD1,4139.4805,2343.0376,1124.8773,255.615,2091.7173,865.9659,303.4821,753.8824
LungImg3.ome.tif,CD8,4415.813,1539.4763,2507.2053,235.9842,769.9895,2434.3789,271.2605,253.7921
LungImg3.ome.tif,CD4,4569.6899,2223.7048,1084.5525,246.4131,2913.3098,358.5508,325.9771,268.618
LungImg3.ome.tif,CD4,1601.5415,1520.8,934.2154,243.2246,2142.4399,319.0892,274.4954,307.4954
LungImg3.ome.tif,,2931.7285,1683.8604,1013.4315,226.9568,1068.9163,638.3909,259,269.2614
LungImg3.ome.tif,,2635.0959,2662.4937,905.1501,218.7523,494.4774,329.4539,273.7233,251.9331
LungImg3.ome.tif,CD4,2591.2664,3041.72,942.7201,260.2664,2231.957,338.5598,272.1309,244.4334
LungImg3.ome.tif,CD4,3188.4202,1844.2173,833.6866,229.1921,2060.5498,343.2965,320.3614,277.5066
LungImg3.ome.tif,CD8,1317.6992,2213.9561,911.9364,219.7726,514.3863,1551.9462,251.6944,282.6993
LungImg3.ome.tif,CD4,3151.4763,1633.9662,1384.0054,227.8417,2162.9595,310.4587,257.3031,411.2368
LungImg3.ome.tif,,1831.709,2099.074,1125.0159,224.5238,1885.5714,366.1429,251.9312,230.7725
LungImg3.ome.tif,CD4,1494.2748,3439.6448,1228.4176,263.8791,2690.6521,326.7106,342.4359,461.3224
LungImg3.ome.tif,CD8,2475.0359,1455.7158,1601.8525,250.9281,872.1187,2241.4246,309.277,344.7338
LungImg3.ome.tif,CD8,3706.2681,3134.0154,958.9759,243.5082,712.0145,1455.1582,329.8833,285.758
LungImg3.ome.tif,,3426.3389,1461.35,867.0917,251.2056,774.6778,806.8666,269.7667,370.9472
LungImg3.ome.tif,,5113.79,2351.5498,656.2183,216.442,660.5414,320.0138,397.3784,261.0856
LungImg3.ome.tif,,3477.1636,1845.9303,1124.3678,212.0769,632.5433,286.1731,266.2788,240.9399
LungImg3.ome.tif,,1973.1195,2437.2578,846.6017,237.2579,425.5744,309.1803,248.9434,245.0398
LungImg3.ome.tif,,2616.6409,1889.5691,888.7017,225.3149,430.989,275.5359,234.5912,227.6243
LungImg3.ome.tif,CD4,3363.4478,1258.7909,940.3627,252.0915,2760.9641,349.1993,255.8791,345.0752
LungImg3.ome.tif,CD4,3535.8877,1532.9419,826.688,276.9845,1750.1821,361.1415,277.4322,273.8372
LungImg3.ome.tif,,2070.7612,2237.4773,1164.2803,240.3363,410.9259,636.7938,247.2423,288.5443
LungImg3.ome.tif,CD4,3148.4434,1865.5647,1104.3021,228.6359,2310.8364,396.5409,278.8219,277.8377
LungImg3.ome.tif,,3862.8777,1354.35,1322.5139,248.0056,951.4944,510.6222,258.8055,268.8806
LungImg3.ome.tif,CD8,3494.9417,2245.937,1444.257,254.1028,491.9696,1642.2733,288.0023,340.6075
LungImg3.ome.tif,CD4,2847.6008,2438.6145,1243.9841,224.093,2314.9138,315.8979,251.1701,245.0453
LungImg3.ome.tif,CD4,3537.3306,1805.7451,949.0773,232.5197,1895.2188,305.8355,663.472,271.1793
LungImg3.ome.tif,CD4: FoxP3,2950.6631,2217.063,1165.0066,252.118,1958.5334,302.9738,1012.118,262.4194
LungImg3.ome.tif,CD4,3046.8582,1262.0873,1245.7948,316.8079,2554.094,318.9913,255.0175,255.8908
LungImg3.ome.tif,CD4,3192.2644,2061.2891,1276.8135,269.8914,2742.7629,317.0015,287.5015,268.8547
LungImg3.ome.tif,CD4,1372.3199,1164.0881,1308.0095,260.7874,2559.9214,299.1762,238.9559,324.6858
LungImg3.ome.tif,CD8,4882.5195,1995.0349,1317.4258,253.0393,819.7053,1552.0305,319.6681,329.0895
LungImg3.ome.tif,CD8: PD1,4892.6553,1709.1072,1661.9517,255.7059,979.0945,1703.8949,283.521,609.605
LungImg3.ome.tif,CD4,4969.4028,1552.8103,1081.2328,225.806,2417.5237,325.6315,336.5927,333.7565
LungImg3.ome.tif,CD8,4628.0317,1777.3928,1585.6387,262.5609,743.9349,2141.9033,313.2668,325.7101
LungImg3.ome.tif,CD4,3942.6541,2327.3459,1037.774,213.088,2118.186,312.06,275.648,271.028
LungImg3.ome.tif,CD4,5553.4004,1895.3726,1987.5574,268.5574,2339.6499,403.7815,295.9692,338.0644
LungImg3.ome.tif,,5095.3359,1329.3593,2065.5535,282.633,1635.6447,348.3437,303.3553,291.9185
LungImg3.ome.tif,,3101.3994,1514.9225,855.7153,240.5589,408.93,1029.0969,249.1878,385.2355
LungImg3.ome.tif,,4606.3193,1087.9484,790.0696,244.3191,603.5393,439.3123,255.8225,261.4292
LungImg3.ome.tif,CD4,2872.3682,1497.675,1646.5632,254.444,1746.5632,348.8845,311.4477,267.0902
LungImg3.ome.tif,,5141.7417,1198.9738,2373.8276,245.2697,702.8502,831.0899,282.6554,257.9326
LungImg3.ome.tif,,6454.3364,1272.578,1598.9683,243.9707,695.8805,333.2366,294.0732,250.1976
LungImg3.ome.tif,,4219.2646,1557.7527,1299.5952,237.0766,973.0394,334.733,302.8928,261.6367
LungImg3.ome.tif,,1660.8859,1238.0055,1623.326,232.9728,703.1359,346.4891,282.6522,232.2935
LungImg3.ome.tif,CD4,2958.8115,2089.4246,1613.9869,279.5869,2869.5852,343.7295,297.2721,256.9131
LungImg3.ome.tif,CD4,6068.3394,1144.0079,1633.179,245.6658,2479.5974,299.8132,287.1184,365.9158
LungImg3.ome.tif,CD4,2304.3291,1455.9646,1064.0608,229.881,2039.6101,326.8456,257.8531,245.9519
LungImg3.ome.tif,CD4,3482.0996,1699,1329.3457,226.7383,3071.9277,293.9941,265.7793,246.8086
LungImg3.ome.tif,,6829.8345,1174.8713,1905.6404,257.0577,885.1207,449.3228,323.6142,243.0367
LungImg3.ome.tif,,1600.3734,1344.1364,1442.9611,235.3961,718.2013,312.2403,272.5454,231.9903
LungImg3.ome.tif,,7458.23,1163.425,1855.8989,230.6725,1211.1917,754.0453,380.1638,258.5331
LungImg3.ome.tif,,6883.6123,1169.2959,1761.0051,251.2398,688.2194,307.6939,288.5918,246.1684
LungImg3.ome.tif,CD4: FoxP3,3978.9873,1160.2926,1309.5958,253.6695,1902.9622,288.8947,1695.7284,368.0295
LungImg3.ome.tif,,7513.5049,1330.3325,1753.5051,232.3807,908.3985,410.5229,307.3477,251.9721
LungImg3.ome.tif,,5551.1079,1264.0791,1525.4209,247.982,695.2122,313.482,276.5863,257.8453
LungImg3.ome.tif,,5552.1021,1170.8124,1659.4181,244.2019,836.2993,305.3088,274.3729,254.8836
LungImg3.ome.tif,CD8,5203.2705,2036.2971,1532.6281,256.07,838.7391,1160.6305,339.1739,275.2705
LungImg3.ome.tif,,6644.5181,1219.1716,1235.7789,234.5016,567.1518,298.0495,271.8482,257.2838
LungImg3.ome.tif,,7331.4302,1431.5863,1400.1315,231.1671,767.9178,295.1507,296.3288,251.5315
LungImg3.ome.tif,,2913.113,1793.3322,902.1095,253.5307,1511.894,346.917,272.2936,260.0541
LungImg3.ome.tif,,6616.0928,1240.5321,1688.3547,240.3702,409.8046,309.5296,291.0283,245.7532
LungImg3.ome.tif,,7812.6436,1158.0396,1478.1486,235.9753,721.6139,305.3812,291.3069,236.2228
LungImg3.ome.tif,FoxP3,10132.7139,1282.3765,1264.6941,233.1765,1371.5569,304.6431,941.7568,268.9412
LungImg3.ome.tif,CD4,6322.4775,1760.5024,1386.3383,234.6741,2999.281,313.2861,408.7786,259.7836
LungImg3.ome.tif,CD4,4155.6279,2184.2671,913.4201,224.2352,1691.6073,298.2945,561.2877,251.4429
LungImg3.ome.tif,,7298.2891,1287.8259,1505.0852,252.3333,778.3852,326.5704,317.5852,246.5481
LungImg3.ome.tif,,5906.4731,1444.964,1095.1414,225.1234,841.3882,286.0334,286.3111,293.0951
LungImg3.ome.tif,,6349.1665,1248.082,2367.3718,271.1487,566.3666,325.0974,298.141,226.9846
LungImg3.ome.tif,,6525.5522,995.9403,1260.1716,240.0709,746.3694,291.2276,273.3284,245.541
LungImg3.ome.tif,,4720.1196,1434.5933,944.2897,234.2173,506.2507,367.4262,305.3538,252.0808
LungImg3.ome.tif,,5155.0273,1333.8242,2536.8955,266.3791,547.7802,378.4835,331.0604,256.4506
LungImg3.ome.tif,,6928.1089,1456.3971,1234.8647,223.0059,718.6765,317.3706,311.2794,227.4941
LungImg3.ome.tif,,6413.0757,1447.8547,1520.241,247.7888,849.6534,348.429,330.1452,250.396
LungImg3.ome.tif,CD4,6981.7173,1343.9585,2297.7173,253.8775,2564.332,333.6047,570.7411,265.1877
LungImg3.ome.tif,CD4,4261.9292,1367.3254,1872.0314,247.0784,1688.5922,344.4392,298.3882,231.2471
LungImg3.ome.tif,,4597.1406,1431.7991,2486.0459,268.4261,499.7288,731.8112,317.4794,264.8015
LungImg3.ome.tif,CD4: PD1,1275.4103,2586.8589,1200.8376,261.6923,2950.3547,474.8803,464.641,562.1154
LungImg3.ome.tif,,3232.7795,1406.5385,951.9,233.9308,641.8051,349.3923,304.0641,233.4513
LungImg3.ome.tif,,5056.627,1107.6675,2041.0127,247.4188,961.3325,652.5305,278.7437,264.3173
LungImg3.ome.tif,CD8,7021.4023,2245.4133,1468.7961,244.4353,717.7328,2063.6667,379.0523,337.2838
LungImg3.ome.tif,CD4,5231.3135,1339.3992,1447.978,227.1272,1574.1096,305.4167,289.8048,257.6952
LungImg3.ome.tif,CD4,2216.4919,2110.4067,922.6638,230.4861,1920.8575,291.2423,274.2085,251.5874
LungImg3.ome.tif,,5601.0542,1373.6837,1000.3193,233.9096,542.8825,356.5813,310.4428,269.9277
LungImg3.ome.tif,CD4,9266.8535,1544.3756,1426.8732,250.4279,1583.0472,357.092,673.7662,262.0597
LungImg3.ome.tif,,4830.0396,1359.7468,1626.9982,232.5655,1052.4021,477.6732,318.0592,251.1975
LungImg3.ome.tif,CD4,3555.8923,1727.7946,865.9865,237.1751,1601.1616,353.9394,301.064,264.0505
LungImg3.ome.tif,,2295.5864,2388.4561,829.5326,250.5581,805.442,289.9887,268.6572,239.949
LungImg3.ome.tif,,7238.1323,1642.3501,1895.4763,262.7981,1160.9086,353.0095,310.7603,277.347
LungImg3.ome.tif,,6505.6079,2246,1008.0135,243.7297,589.5766,674.8108,354.3694,262.8649
LungImg3.ome.tif,CD4,3148.9626,1419.3606,1361.286,280.9307,3246.1367,320.54,388.3694,232.9059
LungImg3.ome.tif,,4730.4551,1906.9332,1436.3187,245.3035,1235.4705,401,338.3171,280.871
LungImg3.ome.tif,CD4,4603.3926,1483.5936,1410.5518,254.2351,3014.6694,338.0319,282.7689,236.6574
LungImg3.ome.tif,,3788.0532,1093.7021,1043.2092,236.5497,712.3405,410.9858,281.2553,241.0603
LungImg3.ome.tif,CD4,7020.9888,1820.6704,2245.5417,256.2438,2457.9978,411.3544,316.1151,259.2257
LungImg3.ome.tif,,1894.6954,1336.4194,870.2935,257.606,899.5789,310.3365,256.9793,236.3732
LungImg3.ome.tif,,2975.5393,1745.9404,1025.9702,242.1219,944.0406,340.7832,301.5718,245.2791
LungImg3.ome.tif,CD4,4569.5244,1715.7689,1334.5515,248.266,2351.3923,307.132,279.4951,350.0233
LungImg3.ome.tif,CD4,1881.0498,1461.0249,1184.2366,236.9295,1889.2158,319.3153,265.6515,259.6058
LungImg3.ome.tif,,3043.1414,2817.4373,888.4919,249.926,1652.7332,452.1158,456.6978,305.0965
LungImg3.ome.tif,,1914.9928,1655.8923,927.3517,225.4474,1500.6316,332.9426,277.067,232.3421
LungImg3.ome.tif,CD8,4008.3979,2822.1887,1654.8915,253.6486,1318.3695,1515.5607,331.8501,352.9302
LungImg3.ome.tif,,2228.8157,1816.4139,875.0615,228.7459,1434.6721,310.5205,282.623,258.7541
LungImg3.ome.tif,CD4,3793.7349,1617.6084,1259.3136,227.79,2581.0767,277.3163,237.5949,231.5289
LungImg3.ome.tif,,3823.9116,1542.3656,841.4541,253.1463,1537.0017,380.614,494.7262,253.4643
